"lt_desc";"year";"date_ref";"sex";"age";"mx";"qx";"ax";"lx";"dx";"Lx";"Sx";"Tx";"ex"
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";41;0.004834;0.004822;0.5;0.863454;0.004164;0.861372;0.995323;29.308861;33.943737
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";42;0.005278;0.005265;0.5;0.85929;0.004524;0.857029;0.994957;28.447489;33.105791
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";43;0.005656;0.00564;0.5;0.854767;0.004821;0.852356;0.994548;27.590461;32.278354
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";44;0.005714;0.005697;0.5;0.849946;0.004842;0.847525;0.994331;26.738104;31.4586
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";45;0.006202;0.006183;0.5;0.845103;0.005226;0.842491;0.99406;25.89058;30.635993
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";46;0.006448;0.006427;0.5;0.839878;0.005398;0.837179;0.993695;25.048089;29.823492
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";47;0.006674;0.006652;0.5;0.83448;0.005551;0.831705;0.993461;24.21091;29.013177
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";48;0.006737;0.006714;0.5;0.828929;0.005566;0.826146;0.993317;23.379206;28.204102
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";49;0.007791;0.007761;0.5;0.823364;0.00639;0.820169;0.992764;22.553059;27.391372
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";50;0.008179;0.008145;0.5;0.816974;0.006654;0.813647;0.992048;21.732891;26.601698
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";51;0.008736;0.008698;0.5;0.810319;0.007048;0.806795;0.99158;20.919244;25.816048
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";52;0.009256;0.009213;0.5;0.803271;0.007401;0.799571;0.991046;20.112449;25.038172
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";53;0.010022;0.009972;0.5;0.795871;0.007936;0.791903;0.990409;19.312877;24.266345
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";54;0.009909;0.00986;0.5;0.787934;0.007769;0.78405;0.990084;18.520975;23.50573
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";55;0.010845;0.010787;0.5;0.780166;0.008416;0.775958;0.989679;17.736925;22.734821
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";56;0.011731;0.011663;0.5;0.77175;0.009001;0.76725;0.988778;16.960967;21.97728
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";57;0.01303;0.012946;0.5;0.762749;0.009874;0.757812;0.9877;16.193717;21.230719
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";58;0.013212;0.013125;0.5;0.752875;0.009882;0.747934;0.986965;15.435905;20.502614
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";59;0.015969;0.015842;0.5;0.742993;0.011771;0.737108;0.985525;14.687971;19.768649
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";60;0.016686;0.016548;0.5;0.731222;0.0121;0.725172;0.983808;13.950863;19.078826
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";61;0.018098;0.017936;0.5;0.719122;0.012898;0.712673;0.982764;13.225691;18.39144
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";62;0.019307;0.019123;0.5;0.706224;0.013505;0.699472;0.981476;12.513018;17.718195
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";63;0.020848;0.020633;0.5;0.692719;0.014293;0.685573;0.980129;11.813546;17.053873
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";64;0.02084;0.020625;0.5;0.678426;0.013993;0.67143;0.979371;11.127973;16.402629
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";65;0.023374;0.023104;0.5;0.664434;0.015351;0.656758;0.978148;10.456544;15.737528
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";66;0.024901;0.024595;0.5;0.649082;0.015964;0.6411;0.976159;9.799785;15.097907
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";67;0.028773;0.028365;0.5;0.633118;0.017958;0.624139;0.973544;9.158685;14.465996
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";68;0.029675;0.029241;0.5;0.61516;0.017988;0.606166;0.971203;8.534546;13.873703
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";69;0.037394;0.036708;0.5;0.597172;0.021921;0.586211;0.967081;7.92838;13.27655
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";70;0.036177;0.035534;0.5;0.575251;0.020441;0.56503;0.963868;7.342169;12.763423
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";71;0.039142;0.03839;0.5;0.55481;0.021299;0.54416;0.963064;6.777139;12.215248
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";72;0.042339;0.041461;0.5;0.533511;0.02212;0.522451;0.960105;6.232979;11.682954
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";73;0.045784;0.04476;0.5;0.511391;0.02289;0.499946;0.956925;5.710528;11.166663
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";74;0.049496;0.0483;0.5;0.488501;0.023595;0.476704;0.953511;5.210582;10.666469
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";75;0.053491;0.052098;0.5;0.464906;0.024221;0.452796;0.949848;4.733878;10.182435
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";76;0.05779;0.056167;0.5;0.440686;0.024752;0.42831;0.945922;4.281082;9.714595
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";77;0.062411;0.060522;0.5;0.415934;0.025173;0.403347;0.941718;3.852773;9.26295
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";78;0.067375;0.06518;0.5;0.39076;0.02547;0.378026;0.937222;3.449426;8.827472
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";79;0.072704;0.070154;0.5;0.365291;0.025627;0.352477;0.932417;3.0714;8.408099
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";80;0.078419;0.07546;0.5;0.339664;0.025631;0.326849;0.92729;2.718923;8.004738
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";81;0.084541;0.081113;0.5;0.314033;0.025472;0.301297;0.921825;2.392074;7.617265
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";82;0.091095;0.087127;0.5;0.288561;0.025141;0.27599;0.916008;2.090777;7.245525
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";83;0.098102;0.093515;0.5;0.26342;0.024634;0.251103;0.909825;1.814786;6.889332
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";84;0.105586;0.100291;0.5;0.238786;0.023948;0.226812;0.903263;1.563684;6.54847
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";85;0.113568;0.107466;0.5;0.214838;0.023088;0.203294;0.896311;1.336871;6.222695
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";86;0.122072;0.11505;0.5;0.19175;0.022061;0.18072;0.888958;1.133577;5.911738
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";87;0.131118;0.123051;0.5;0.169689;0.02088;0.159249;0.881194;0.952857;5.615301
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";88;0.140727;0.131476;0.5;0.148809;0.019565;0.139027;0.873013;0.793608;5.333065
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";89;0.150918;0.140329;0.5;0.129244;0.018137;0.120176;0.864409;0.654582;5.064687
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";90;0.161708;0.149612;0.5;0.111108;0.016623;0.102796;0.85538;0.534406;4.809808
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";91;0.173113;0.159322;0.5;0.094485;0.015053;0.086958;0.845926;0.43161;4.568046
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";92;0.185144;0.169457;0.5;0.079431;0.01346;0.072701;0.836049;0.344652;4.339007
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";93;0.197811;0.180007;0.5;0.065971;0.011875;0.060033;0.825757;0.271951;4.122284
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";94;0.21112;0.190962;0.5;0.054096;0.01033;0.048931;0.815057;0.211918;3.917457
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";95;0.225073;0.202306;0.5;0.043765;0.008854;0.039338;0.803965;0.162987;3.724099
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";96;0.239669;0.214022;0.5;0.034911;0.007472;0.031176;0.792495;0.123649;3.541776
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";97;0.254899;0.226085;0.5;0.02744;0.006204;0.024338;0.78067;0.092473;3.37005
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";98;0.270753;0.23847;0.5;0.021236;0.005064;0.018704;0.768512;0.068135;3.208481
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";99;0.287213;0.251147;0.5;0.016172;0.004061;0.014141;0.75605;0.049431;3.05663
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"m";100;0.343164;1;2.914059;0.01211;0.01211;0.03529;0.713925;0.03529;2.914059
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";0;0.027045;0.026414;0.116493;1;0.026414;0.976663;0.976663;70.0962;70.0962
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";1;0.004241;0.004232;0.5;0.973586;0.00412;0.971526;0.99474;69.119537;70.994793
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";2;0.001754;0.001753;0.5;0.969466;0.001699;0.968617;0.997005;68.14801;70.294368
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";3;0.001067;0.001066;0.5;0.967767;0.001032;0.967251;0.99859;67.179394;69.416912
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";4;0.000782;0.000782;0.5;0.966735;0.000756;0.966357;0.999076;66.212143;68.490489
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";5;0.000925;0.000924;0.5;0.965979;0.000893;0.965533;0.999147;65.245786;67.543674
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";6;0.000842;0.000841;0.5;0.965086;0.000812;0.96468;0.999117;64.280253;66.605711
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";7;0.000728;0.000728;0.5;0.964274;0.000702;0.963923;0.999215;63.315573;65.66137
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";8;0.000712;0.000712;0.5;0.963572;0.000686;0.963229;0.99928;62.35165;64.708853
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";9;0.000684;0.000684;0.5;0.962886;0.000659;0.962557;0.999302;61.388421;63.754592
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";10;0.00071;0.00071;0.5;0.962227;0.000683;0.961886;0.999303;60.425864;62.797898
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";11;0.000715;0.000715;0.5;0.961544;0.000687;0.961201;0.999288;59.463978;61.842174
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";12;0.000771;0.000771;0.5;0.960857;0.00074;0.960487;0.999257;58.502777;60.886045
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";13;0.000853;0.000852;0.5;0.960117;0.000818;0.959707;0.999189;57.542291;59.932611
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";14;0.000973;0.000972;0.5;0.959298;0.000933;0.958832;0.999088;56.582583;58.983316
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";15;0.001199;0.001199;0.5;0.958365;0.001149;0.957791;0.998915;55.623752;58.040233
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";16;0.001517;0.001516;0.5;0.957217;0.001451;0.956491;0.998643;54.665961;57.109284
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";17;0.001836;0.001835;0.5;0.955766;0.001753;0.954889;0.998325;53.709469;56.195229
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";18;0.002258;0.002256;0.5;0.954012;0.002152;0.952936;0.997955;52.75458;55.297595
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";19;0.002555;0.002551;0.5;0.95186;0.002429;0.950646;0.997596;51.801644;54.421495
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";20;0.002882;0.002878;0.5;0.949431;0.002732;0.948065;0.997286;50.850999;53.559427
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";21;0.003064;0.003059;0.5;0.946699;0.002896;0.945251;0.997032;49.902933;52.712555
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";22;0.003211;0.003205;0.5;0.943803;0.003025;0.94229;0.996868;48.957682;51.872774
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";23;0.003219;0.003213;0.5;0.940778;0.003023;0.939266;0.996791;48.015392;51.037973
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";24;0.003279;0.003274;0.5;0.937755;0.00307;0.93622;0.996756;47.076126;50.200898
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";25;0.003455;0.003449;0.5;0.934684;0.003224;0.933072;0.996639;46.139906;49.364158
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";26;0.00356;0.003553;0.5;0.931461;0.00331;0.929806;0.996499;45.206834;48.533276
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";27;0.003619;0.003612;0.5;0.928151;0.003353;0.926474;0.996417;44.277028;47.704558
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";28;0.003653;0.003646;0.5;0.924798;0.003372;0.923112;0.996371;43.350553;46.875695
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";29;0.003582;0.003576;0.5;0.921426;0.003295;0.919779;0.996389;42.427441;46.045416
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";30;0.003575;0.003568;0.5;0.918131;0.003276;0.916493;0.996428;41.507663;45.208859
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";31;0.003611;0.003605;0.5;0.914855;0.003298;0.913206;0.996413;40.59117;44.368964
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";32;0.003844;0.003837;0.5;0.911557;0.003498;0.909808;0.996279;39.677964;43.527683
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";33;0.004043;0.004035;0.5;0.908059;0.003664;0.906227;0.996064;38.768156;42.693417
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";34;0.004022;0.004013;0.5;0.904395;0.00363;0.90258;0.995976;37.861928;41.86437
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";35;0.004078;0.00407;0.5;0.900765;0.003666;0.898932;0.995958;36.959348;41.031054
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";36;0.004182;0.004174;0.5;0.897099;0.003744;0.895227;0.995878;36.060416;40.19668
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";37;0.004254;0.004245;0.5;0.893355;0.003792;0.891459;0.995791;35.165189;39.36305
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";38;0.004472;0.004462;0.5;0.889563;0.003969;0.887579;0.995647;34.273729;38.52871
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";39;0.004273;0.004264;0.5;0.885594;0.003776;0.883706;0.995637;33.386151;37.699156
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";40;0.004472;0.004462;0.5;0.881818;0.003934;0.879851;0.995637;32.502444;36.85845
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";41;0.004414;0.004404;0.5;0.877884;0.003866;0.87595;0.995567;31.622594;36.021398
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";42;0.004896;0.004884;0.5;0.874017;0.004269;0.871883;0.995356;30.746643;35.178538
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";43;0.005315;0.005301;0.5;0.869748;0.00461;0.867443;0.994908;29.874761;34.348753
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";44;0.005581;0.005565;0.5;0.865138;0.004814;0.862731;0.994568;29.007318;33.529129
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";45;0.005873;0.005856;0.5;0.860323;0.005038;0.857804;0.99429;28.144587;32.713964
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";46;0.006076;0.006058;0.5;0.855285;0.005181;0.852695;0.994043;27.286783;31.903725
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";47;0.006459;0.006438;0.5;0.850104;0.005473;0.847368;0.993753;26.434088;31.095116
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";48;0.006949;0.006925;0.5;0.844631;0.005849;0.841707;0.993319;25.586721;30.293358
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";49;0.006938;0.006914;0.5;0.838782;0.005799;0.835883;0.993081;24.745014;29.501111
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";50;0.007283;0.007257;0.5;0.832983;0.006045;0.829961;0.992915;23.909131;28.70301
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";51;0.007294;0.007268;0.5;0.826939;0.00601;0.823934;0.992738;23.07917;27.909168
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";52;0.008244;0.00821;0.5;0.820929;0.00674;0.817559;0.992263;22.255236;27.109824
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";53;0.009116;0.009075;0.5;0.814189;0.007389;0.810495;0.991359;21.437677;26.3301
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";54;0.009982;0.009933;0.5;0.8068;0.008014;0.802793;0.990498;20.627182;25.566653
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";55;0.010177;0.010126;0.5;0.798787;0.008088;0.794742;0.989971;19.824389;24.818132
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";56;0.010923;0.010863;0.5;0.790698;0.00859;0.786404;0.989507;19.029647;24.066886
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";57;0.01163;0.011563;0.5;0.782109;0.009043;0.777587;0.988789;18.243243;23.325712
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";58;0.013734;0.01364;0.5;0.773066;0.010545;0.767793;0.987405;17.465656;22.592723
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";59;0.01332;0.013232;0.5;0.762521;0.01009;0.757476;0.986563;16.697863;21.898235
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";60;0.014638;0.014532;0.5;0.752431;0.010934;0.746964;0.986122;15.940387;21.185171
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";61;0.014865;0.014755;0.5;0.741497;0.010941;0.736027;0.985357;15.193422;20.490197
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";62;0.017013;0.016869;0.5;0.730556;0.012324;0.724394;0.984196;14.457396;19.789568
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";63;0.018386;0.018219;0.5;0.718232;0.013085;0.71169;0.982462;13.733001;19.120555
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";64;0.018012;0.017851;0.5;0.705147;0.012588;0.698853;0.981963;13.021311;18.466092
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";65;0.019079;0.018899;0.5;0.692559;0.013088;0.686015;0.98163;12.322458;17.79264
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";66;0.020366;0.020161;0.5;0.679471;0.013699;0.672622;0.980476;11.636443;17.125742
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";67;0.024099;0.023813;0.5;0.665772;0.015854;0.657845;0.978032;10.963822;16.467824
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";68;0.029129;0.028711;0.5;0.649919;0.01866;0.640589;0.973768;10.305976;15.857333
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";69;0.029772;0.029335;0.5;0.631259;0.018518;0.622;0.970982;9.665387;15.311286
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";70;0.02993;0.029488;0.5;0.612741;0.018069;0.603707;0.970589;9.043387;14.758904
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";71;0.03215;0.031642;0.5;0.594672;0.018816;0.585264;0.969451;8.43968;14.192153
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";72;0.034529;0.033943;0.5;0.575856;0.019547;0.566083;0.967226;7.854416;13.63955
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";73;0.037078;0.036403;0.5;0.556309;0.020251;0.546184;0.964848;7.288334;13.101222
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";74;0.039807;0.03903;0.5;0.536058;0.020922;0.525597;0.962308;6.74215;12.577277
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";75;0.042728;0.041834;0.5;0.515136;0.02155;0.50436;0.959596;6.216553;12.067801
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";76;0.045853;0.044825;0.5;0.493585;0.022125;0.482523;0.956702;5.712193;11.57286
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";77;0.049195;0.048014;0.5;0.47146;0.022637;0.460142;0.953617;5.22967;11.092497
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";78;0.052767;0.05141;0.5;0.448824;0.023074;0.437286;0.95033;4.769528;10.626734
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";79;0.056583;0.055026;0.5;0.425749;0.023427;0.414036;0.94683;4.332242;10.175569
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";80;0.060657;0.058871;0.5;0.402322;0.023685;0.39048;0.943106;3.918206;9.738977
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";81;0.065004;0.062958;0.5;0.378637;0.023838;0.366718;0.939148;3.527727;9.316911
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";82;0.06964;0.067296;0.5;0.354799;0.023877;0.342861;0.934944;3.161009;8.909298
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";83;0.07458;0.071898;0.5;0.330922;0.023793;0.319026;0.930483;2.818148;8.516045
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";84;0.07984;0.076775;0.5;0.307129;0.02358;0.295339;0.925754;2.499122;8.137034
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";85;0.085437;0.081937;0.5;0.28355;0.023233;0.271933;0.920747;2.203783;7.772126
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";86;0.091387;0.087394;0.5;0.260316;0.02275;0.248941;0.915451;1.93185;7.421159
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";87;0.097708;0.093157;0.5;0.237566;0.022131;0.226501;0.909856;1.682908;7.08395
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";88;0.104415;0.099235;0.5;0.215435;0.021379;0.204746;0.903953;1.456408;6.760296
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";89;0.111526;0.105636;0.5;0.194057;0.020499;0.183807;0.897732;1.251661;6.449973
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";90;0.119057;0.112368;0.5;0.173557;0.019502;0.163806;0.891186;1.067854;6.152741
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";91;0.127024;0.119438;0.5;0.154055;0.0184;0.144855;0.884307;0.904048;5.868339
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";92;0.135442;0.126852;0.5;0.135655;0.017208;0.127051;0.87709;0.759193;5.596495
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";93;0.144326;0.134612;0.5;0.118447;0.015944;0.110475;0.869531;0.632142;5.336916
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";94;0.153688;0.142721;0.5;0.102503;0.014629;0.095188;0.861626;0.521667;5.089301
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";95;0.163542;0.15118;0.5;0.087873;0.013285;0.081231;0.853375;0.426479;4.853334
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";96;0.173898;0.159987;0.5;0.074589;0.011933;0.068622;0.844776;0.345248;4.628689
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";97;0.184765;0.169139;0.5;0.062655;0.010598;0.057357;0.835835;0.276626;4.415032
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";98;0.196149;0.17863;0.5;0.052058;0.009299;0.047408;0.826554;0.219269;4.212019
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";99;0.208057;0.188452;0.5;0.042759;0.008058;0.03873;0.81694;0.171861;4.019304
"TABMORT EEVV Censos (con ajuste)";2001;2001.5;"m";100;0.260652;1;3.836534;0.034701;0.034701;0.133131;0.774644;0.133131;3.836534
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";0;0.038168;0.03703;0.194796;1;0.03703;0.970183;0.970183;71.326469;71.326469
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";1;0.008117;0.008084;0.5;0.96297;0.007785;0.959077;0.988553;70.356286;73.061771
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";2;0.002769;0.002765;0.5;0.955185;0.002641;0.953864;0.994565;69.397208;72.653159
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";3;0.001577;0.001576;0.5;0.952544;0.001501;0.951793;0.997829;68.443344;71.853225
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";4;0.001041;0.00104;0.5;0.951043;0.00099;0.950548;0.998692;67.491551;70.965841
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";5;0.000919;0.000919;0.5;0.950053;0.000873;0.949617;0.99902;66.541003;70.039233
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";6;0.00079;0.00079;0.5;0.94918;0.00075;0.948806;0.999146;65.591386;69.103175
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";7;0.000719;0.000719;0.5;0.948431;0.000682;0.94809;0.999246;64.64258;68.157403
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";8;0.000666;0.000665;0.5;0.947749;0.000631;0.947434;0.999308;63.69449;67.206082
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";9;0.000625;0.000625;0.5;0.947118;0.000592;0.946822;0.999355;62.747057;66.250491
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";10;0.000635;0.000635;0.5;0.946526;0.000601;0.946226;0.99937;61.800234;65.29161
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";11;0.000636;0.000635;0.5;0.945925;0.000601;0.945625;0.999365;60.854009;64.332795
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";12;0.000673;0.000673;0.5;0.945324;0.000636;0.945006;0.999346;59.908384;63.373375
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";13;0.000657;0.000657;0.5;0.944688;0.00062;0.944378;0.999335;58.963378;62.415692
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";14;0.00072;0.00072;0.5;0.944068;0.000679;0.943728;0.999312;58.018999;61.456385
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";15;0.000817;0.000816;0.5;0.943389;0.00077;0.943003;0.999232;57.075271;60.500279
"TABMORT EEVV Censos (con ajuste)";1990;1990.5;"f";16;0.000945;0.000945;0.5;0.942618;0.00089;0.942173;0.99912;56.132268;59.549304
