"lt_desc";"year";"date_ref";"sex";"age";"mx";"qx";"ax";"lx";"dx";"Lx";"Sx";"Tx";"ex"
"TABMORT CELADE 1950-1962";1962;1962.5;"f";68;0.033215;0.032673;0.5;0.504248;0.016475;0.496011;0.968708;6.161499;12.219174
"TABMORT CELADE 1950-1962";1962;1962.5;"f";69;0.036512;0.035857;0.5;0.487773;0.01749;0.479028;0.965761;5.665488;11.615005
"TABMORT CELADE 1950-1962";1962;1962.5;"f";70;0.040337;0.039539;0.5;0.470283;0.018595;0.460986;0.962335;5.18646;11.02838
"TABMORT CELADE 1950-1962";1962;1962.5;"f";71;0.044672;0.043696;0.5;0.451688;0.019737;0.44182;0.958424;4.725474;10.461804
"TABMORT CELADE 1950-1962";1962;1962.5;"f";72;0.049481;0.048287;0.5;0.431951;0.020857;0.421523;0.95406;4.283655;9.916985
"TABMORT CELADE 1950-1962";1962;1962.5;"f";73;0.054718;0.053261;0.5;0.411094;0.021895;0.400146;0.949288;3.862132;9.394769
"TABMORT CELADE 1950-1962";1962;1962.5;"f";74;0.060346;0.058578;0.5;0.389199;0.022799;0.377799;0.944153;3.461986;8.895164
"TABMORT CELADE 1950-1962";1962;1962.5;"f";75;0.066367;0.064236;0.5;0.3664;0.023536;0.354632;0.938678;3.084186;8.417536
"TABMORT CELADE 1950-1962";1962;1962.5;"f";76;0.072807;0.07025;0.5;0.342864;0.024086;0.330821;0.932857;2.729554;7.961038
"TABMORT CELADE 1950-1962";1962;1962.5;"f";77;0.079722;0.076666;0.5;0.318778;0.024439;0.306558;0.926659;2.398733;7.524777
"TABMORT CELADE 1950-1962";1962;1962.5;"f";78;0.087177;0.083535;0.5;0.294339;0.024588;0.282045;0.920036;2.092175;7.108057
"TABMORT CELADE 1950-1962";1962;1962.5;"f";79;0.09523;0.090902;0.5;0.269751;0.024521;0.25749;0.912942;1.81013;6.710378
"TABMORT CELADE 1950-1962";1962;1962.5;"f";80;0.10394;0.098805;0.5;0.24523;0.02423;0.233115;0.905335;1.55264;6.331361
"TABMORT CELADE 1950-1962";1962;1962.5;"f";81;0.11335;0.107271;0.5;0.221;0.023707;0.209147;0.897182;1.319525;5.970699
"TABMORT CELADE 1950-1962";1962;1962.5;"f";82;0.123504;0.116321;0.5;0.197293;0.022949;0.185819;0.88846;1.110378;5.62806
"TABMORT CELADE 1950-1962";1962;1962.5;"f";83;0.134445;0.125977;0.5;0.174344;0.021963;0.163362;0.879149;0.92456;5.303082
"TABMORT CELADE 1950-1962";1962;1962.5;"f";84;0.146218;0.136256;0.5;0.152381;0.020763;0.141999;0.869229;0.761197;4.995372
"TABMORT CELADE 1950-1962";1962;1962.5;"f";85;0.158871;0.14718;0.5;0.131618;0.019371;0.121932;0.858681;0.619198;4.704521
"TABMORT CELADE 1950-1962";1962;1962.5;"f";86;0.172452;0.158762;0.5;0.112246;0.01782;0.103336;0.847489;0.497266;4.430137
"TABMORT CELADE 1950-1962";1962;1962.5;"f";87;0.186998;0.171009;0.5;0.094426;0.016148;0.086352;0.835642;0.39393;4.17185
"TABMORT CELADE 1950-1962";1962;1962.5;"f";88;0.202537;0.183912;0.5;0.078278;0.014396;0.07108;0.823143;0.307578;3.9293
"TABMORT CELADE 1950-1962";1962;1962.5;"f";89;0.219067;0.19744;0.5;0.063882;0.012613;0.057575;0.810009;0.236498;3.702121
"TABMORT CELADE 1950-1962";1962;1962.5;"f";90;0.236569;0.211546;0.5;0.051269;0.010846;0.045846;0.796279;0.178923;3.489885
"TABMORT CELADE 1950-1962";1962;1962.5;"f";91;0.255001;0.226165;0.5;0.040423;0.009142;0.035852;0.782009;0.133077;3.292087
"TABMORT CELADE 1950-1962";1962;1962.5;"f";92;0.274308;0.241223;0.5;0.031281;0.007546;0.027508;0.767266;0.097225;3.108115
"TABMORT CELADE 1950-1962";1962;1962.5;"f";93;0.29444;0.256656;0.5;0.023735;0.006092;0.020689;0.752119;0.069717;2.937262
"TABMORT CELADE 1950-1962";1962;1962.5;"f";94;0.315347;0.272397;0.5;0.017643;0.004806;0.01524;0.736632;0.049027;2.778779
"TABMORT CELADE 1950-1962";1962;1962.5;"f";95;0.336988;0.288395;0.5;0.012837;0.003702;0.010986;0.720865;0.033787;2.6319
"TABMORT CELADE 1950-1962";1962;1962.5;"f";96;0.359316;0.304593;0.5;0.009135;0.002783;0.007744;0.704871;0.022801;2.495902
"TABMORT CELADE 1950-1962";1962;1962.5;"f";97;0.382272;0.320931;0.5;0.006353;0.002039;0.005333;0.688706;0.015057;2.370122
"TABMORT CELADE 1950-1962";1962;1962.5;"f";98;0.405781;0.337338;0.5;0.004314;0.001455;0.003586;0.672434;0.009723;2.253948
"TABMORT CELADE 1950-1962";1962;1962.5;"f";99;0.429737;0.353731;0.5;0.002859;0.001011;0.002353;0.656128;0.006137;2.146822
"TABMORT CELADE 1950-1962";1962;1962.5;"f";100;0.488233;1;2.048201;0.001847;0.001847;0.003784;0.61658;0.003784;2.048201
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";0;0.100178;0.093718;0.311939;1;0.093718;0.935516;0.935516;57.951903;57.951903
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";1;0.014477;0.014373;0.5;0.906282;0.013026;0.899769;0.961789;57.016387;62.912414
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";2;0.010561;0.010506;0.5;0.893256;0.009384;0.888564;0.987547;56.116618;62.82254
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";3;0.007752;0.007722;0.5;0.883872;0.006826;0.880459;0.990879;55.228054;62.484235
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";4;0.005765;0.005748;0.5;0.877046;0.005041;0.874526;0.993261;54.347595;61.966623
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";5;0.004375;0.004366;0.5;0.872005;0.003807;0.870101;0.994941;53.473069;61.321985
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";6;0.003417;0.003411;0.5;0.868198;0.002961;0.866717;0.996111;52.602968;60.588687
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";7;0.002764;0.00276;0.5;0.865237;0.002388;0.864042;0.996914;51.73625;59.794341
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";8;0.002325;0.002322;0.5;0.862848;0.002003;0.861847;0.997459;50.872208;58.958454
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";9;0.002037;0.002035;0.5;0.860845;0.001752;0.859969;0.997821;50.010361;58.094507
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";10;0.001858;0.001857;0.5;0.859093;0.001595;0.858296;0.998054;49.150392;57.211944
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";11;0.001762;0.001761;0.5;0.857498;0.00151;0.856743;0.998191;48.292097;56.317429
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";12;0.001732;0.00173;0.5;0.855989;0.001481;0.855248;0.998255;47.435353;55.41587
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";13;0.001757;0.001756;0.5;0.854508;0.0015;0.853758;0.998257;46.580105;54.51104
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";14;0.001834;0.001832;0.5;0.853008;0.001563;0.852226;0.998206;45.726347;53.606028
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";15;0.001959;0.001957;0.5;0.851445;0.001666;0.850612;0.998105;44.874121;52.703499
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";16;0.002132;0.002129;0.5;0.849778;0.001809;0.848874;0.997957;44.023509;51.80587
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";17;0.002349;0.002346;0.5;0.847969;0.00199;0.846974;0.997762;43.174636;50.915347
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";18;0.002606;0.002602;0.5;0.845979;0.002202;0.844879;0.997526;42.327662;50.033912
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";19;0.002892;0.002887;0.5;0.843778;0.002436;0.84256;0.997255;41.482783;49.163158
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";20;0.003188;0.003183;0.5;0.841341;0.002678;0.840002;0.996965;40.640223;48.304078
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";21;0.003471;0.003465;0.5;0.838663;0.002906;0.83721;0.996676;39.800221;47.456741
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";22;0.003717;0.00371;0.5;0.835757;0.0031;0.834207;0.996413;38.963011;46.620034
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";23;0.003902;0.003894;0.5;0.832656;0.003242;0.831035;0.996198;38.128804;45.791766
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";24;0.00402;0.004011;0.5;0.829414;0.003327;0.82775;0.996047;37.297769;44.968826
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";25;0.004073;0.004065;0.5;0.826087;0.003358;0.824408;0.995962;36.470019;44.147929
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";26;0.00408;0.004072;0.5;0.822729;0.00335;0.821054;0.995932;35.645611;43.326085
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";27;0.004063;0.004055;0.5;0.819379;0.003322;0.817717;0.995937;34.824558;42.501183
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";28;0.004045;0.004037;0.5;0.816056;0.003294;0.814409;0.995954;34.00684;41.672177
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";29;0.004049;0.004041;0.5;0.812762;0.003284;0.81112;0.995961;33.192431;40.83905
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";30;0.004096;0.004088;0.5;0.809478;0.003309;0.807823;0.995936;32.381311;40.00272
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";31;0.004206;0.004197;0.5;0.806169;0.003383;0.804477;0.995858;31.573488;39.164866
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";32;0.004388;0.004378;0.5;0.802785;0.003515;0.801028;0.995713;30.769011;38.327823
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";33;0.00465;0.004639;0.5;0.79927;0.003708;0.797416;0.995492;29.967983;37.494177
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";34;0.00498;0.004968;0.5;0.795563;0.003952;0.793587;0.995197;29.170567;36.666586
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";35;0.005356;0.005342;0.5;0.791611;0.004228;0.789496;0.994846;28.37698;35.847146
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";36;0.005741;0.005724;0.5;0.787382;0.004507;0.785129;0.994468;27.587484;35.036967
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";37;0.006088;0.00607;0.5;0.782875;0.004752;0.780499;0.994104;26.802355;34.235804
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";38;0.00637;0.00635;0.5;0.778123;0.004941;0.775653;0.993791;26.021856;33.441818
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";39;0.006574;0.006552;0.5;0.773182;0.005066;0.770649;0.993549;25.246203;32.652324
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";40;0.006718;0.006696;0.5;0.768116;0.005143;0.765545;0.993376;24.475554;31.864381
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";41;0.00684;0.006817;0.5;0.762973;0.005201;0.760373;0.993244;23.710009;31.075799
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";42;0.006977;0.006953;0.5;0.757772;0.005269;0.755138;0.993115;22.949636;30.285662
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";43;0.007164;0.007139;0.5;0.752504;0.005372;0.749818;0.992955;22.194498;29.494205
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";44;0.007422;0.007395;0.5;0.747132;0.005525;0.744369;0.992734;21.44468;28.70267
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";45;0.007764;0.007734;0.5;0.741607;0.005736;0.738739;0.992436;20.700311;27.912783
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";46;0.008193;0.008159;0.5;0.735871;0.006004;0.732869;0.992054;19.961572;27.126453
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";47;0.008703;0.008665;0.5;0.729867;0.006325;0.726705;0.991589;19.228703;26.345488
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";48;0.009288;0.009245;0.5;0.723543;0.006689;0.720198;0.991046;18.501998;25.571404
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";49;0.009935;0.009886;0.5;0.716853;0.007087;0.71331;0.990436;17.7818;24.805353
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";50;0.010629;0.010573;0.5;0.709766;0.007504;0.706014;0.989772;17.06849;24.04804
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";51;0.01135;0.011286;0.5;0.702262;0.007926;0.698299;0.989072;16.362476;23.299678
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";52;0.01208;0.012008;0.5;0.694336;0.008337;0.690168;0.988355;15.664177;22.559928
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";53;0.012807;0.012726;0.5;0.685999;0.00873;0.681634;0.987635;14.974009;21.828035
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";54;0.013531;0.01344;0.5;0.677269;0.009102;0.672718;0.986919;14.292375;21.102954
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";55;0.014262;0.014161;0.5;0.668167;0.009462;0.663436;0.986202;13.619658;20.383626
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";56;0.015023;0.014911;0.5;0.658705;0.009822;0.653794;0.985467;12.956222;19.669238
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";57;0.01585;0.015725;0.5;0.648883;0.010204;0.643781;0.984685;12.302428;18.959404
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";58;0.016781;0.016642;0.5;0.638679;0.010629;0.633364;0.98382;11.658648;18.25432
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";59;0.017864;0.017706;0.5;0.62805;0.01112;0.62249;0.98283;11.025283;17.554782
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";60;0.01915;0.018968;0.5;0.61693;0.011702;0.611079;0.981669;10.402793;16.862202
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";61;0.020691;0.020479;0.5;0.605228;0.012395;0.59903;0.980284;9.791714;16.178559
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";62;0.022533;0.022282;0.5;0.592833;0.01321;0.586228;0.978629;9.192684;15.50636
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";63;0.024699;0.024398;0.5;0.579624;0.014142;0.572553;0.976672;8.606456;14.848355
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";64;0.027177;0.026812;0.5;0.565482;0.015162;0.557901;0.97441;8.033903;14.207182
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";65;0.029894;0.029453;0.5;0.55032;0.016209;0.542215;0.971885;7.476002;13.584831
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";66;0.032751;0.032223;0.5;0.534111;0.017211;0.525506;0.969182;6.933787;12.981918
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";67;0.035631;0.035007;0.5;0.5169;0.018095;0.507853;0.966408;6.408281;12.39752
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";68;0.038466;0.03774;0.5;0.498805;0.018825;0.489393;0.963651;5.900428;11.829125
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";69;0.0413;0.040464;0.5;0.47998;0.019422;0.470269;0.960924;5.411036;11.273461
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";70;0.044265;0.043307;0.5;0.460558;0.019945;0.450585;0.958144;4.940767;10.727784
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";71;0.047627;0.046519;0.5;0.440613;0.020497;0.430364;0.955122;4.490181;10.190769
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";72;0.051648;0.050348;0.5;0.420116;0.021152;0.40954;0.951612;4.059817;9.66357
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";73;0.056548;0.054993;0.5;0.398964;0.02194;0.387994;0.947389;3.650278;9.149399
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";74;0.06246;0.060569;0.5;0.377023;0.022836;0.365605;0.942298;3.262284;8.652736
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";75;0.069315;0.066993;0.5;0.354188;0.023728;0.342323;0.936319;2.896679;8.178374
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";76;0.07694;0.07409;0.5;0.330459;0.024484;0.318217;0.929581;2.554355;7.72971
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";77;0.085035;0.081567;0.5;0.305976;0.024958;0.293497;0.922315;2.236138;7.308223
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";78;0.093308;0.089148;0.5;0.281018;0.025052;0.268492;0.914803;1.942641;6.912868
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";79;0.101647;0.096731;0.5;0.255966;0.02476;0.243586;0.907237;1.674149;6.54052
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";80;0.110077;0.104334;0.5;0.231206;0.024123;0.219144;0.89966;1.430563;6.187401
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";81;0.11887;0.112201;0.5;0.207083;0.023235;0.195466;0.891949;1.211419;5.849916
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";82;0.12835;0.12061;0.5;0.183848;0.022174;0.172761;0.883844;1.015953;5.526047
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";83;0.138785;0.129779;0.5;0.161674;0.020982;0.151183;0.8751;0.843192;5.215379
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";84;0.150377;0.139861;0.5;0.140692;0.019677;0.130853;0.865529;0.692009;4.918601
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";85;0.163121;0.15082;0.5;0.121015;0.018251;0.111889;0.855071;0.561155;4.637081
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";86;0.176933;0.162552;0.5;0.102763;0.016704;0.094411;0.843792;0.449266;4.371853
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";87;0.191651;0.174892;0.5;0.086059;0.015051;0.078533;0.831824;0.354855;4.123397
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";88;0.20711;0.187675;0.5;0.071008;0.013326;0.064345;0.819329;0.276322;3.891422
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";89;0.223248;0.200831;0.5;0.057681;0.011584;0.051889;0.806428;0.211977;3.674957
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";90;0.240053;0.214328;0.5;0.046097;0.00988;0.041157;0.793174;0.160088;3.472821
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";91;0.257604;0.22821;0.5;0.036217;0.008265;0.032085;0.779564;0.11893;3.283793
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";92;0.275995;0.242527;0.5;0.027952;0.006779;0.024563;0.765554;0.086846;3.106931
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";93;0.295266;0.257282;0.5;0.021173;0.005447;0.018449;0.751114;0.062283;2.941615
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";94;0.315421;0.272452;0.5;0.015726;0.004284;0.013583;0.736253;0.043834;2.787406
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";95;0.336379;0.287949;0.5;0.011441;0.003294;0.009794;0.721022;0.03025;2.643994
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";96;0.358025;0.303665;0.5;0.008147;0.002474;0.00691;0.705515;0.020456;2.511011
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";97;0.380232;0.319491;0.5;0.005673;0.001812;0.004767;0.689838;0.013547;2.387994
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";98;0.402867;0.335322;0.5;0.00386;0.001294;0.003213;0.674098;0.00878;2.274387
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";99;0.425833;0.351082;0.5;0.002566;0.000901;0.002115;0.658385;0.005567;2.169543
"TABMORT EEVV Censos (con ajuste)";1974;1974.5;"m";100;0.482437;1;2.072811;0.001665;0.001665;0.003451;0.619985;0.003451;2.072811
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";0;0.070889;0.067247;0.235834;1;0.067247;0.948612;0.948612;62.255173;62.255173
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";1;0.008985;0.008945;0.5;0.932753;0.008343;0.928582;0.978884;61.306561;65.726443
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";2;0.006244;0.006224;0.5;0.92441;0.005754;0.921533;0.992409;60.377979;65.315126
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";3;0.004381;0.004371;0.5;0.918657;0.004016;0.916649;0.994699;59.456446;64.721084
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";4;0.003136;0.003132;0.5;0.914641;0.002864;0.913209;0.996247;58.539797;64.003058
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";5;0.002317;0.002314;0.5;0.911776;0.00211;0.910721;0.997276;57.626589;63.202544
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";6;0.001787;0.001785;0.5;0.909666;0.001624;0.908854;0.99795;56.715867;62.347987
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";7;0.001452;0.001451;0.5;0.908043;0.001318;0.907384;0.998382;55.807013;61.458587
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";8;0.001249;0.001248;0.5;0.906725;0.001132;0.906159;0.99865;54.899629;60.547175
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";9;0.001138;0.001137;0.5;0.905593;0.00103;0.905078;0.998807;53.99347;59.622219
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";10;0.001095;0.001094;0.5;0.904563;0.00099;0.904068;0.998884;53.088392;58.689543
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";11;0.001106;0.001106;0.5;0.903573;0.000999;0.903074;0.9989;52.184324;57.753289
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";12;0.001166;0.001165;0.5;0.902574;0.001052;0.902048;0.998865;51.28125;56.816668
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";13;0.001271;0.00127;0.5;0.901522;0.001145;0.90095;0.998782;50.379202;55.882363
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";14;0.001421;0.00142;0.5;0.900377;0.001278;0.899738;0.998655;49.478252;54.952794
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";15;0.001614;0.001613;0.5;0.899099;0.00145;0.898374;0.998484;48.578514;54.03021
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";16;0.001847;0.001845;0.5;0.897649;0.001656;0.896821;0.998271;47.68014;53.116675
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";17;0.002111;0.002109;0.5;0.895993;0.001889;0.895048;0.998023;46.783319;52.213937
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";18;0.002396;0.002393;0.5;0.894104;0.002139;0.893034;0.997749;45.88827;51.323216
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";19;0.002686;0.002683;0.5;0.891964;0.002393;0.890768;0.997463;44.995237;50.445113
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";20;0.00297;0.002965;0.5;0.889572;0.002638;0.888253;0.997176;44.104469;49.579451
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";21;0.003233;0.003228;0.5;0.886934;0.002863;0.885502;0.996904;43.216216;48.725409
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";22;0.003467;0.003461;0.5;0.884071;0.003059;0.882541;0.996656;42.330714;47.881587
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";23;0.003661;0.003654;0.5;0.881011;0.003219;0.879402;0.996443;41.448173;47.046129
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";24;0.003807;0.0038;0.5;0.877792;0.003336;0.876124;0.996273;40.568771;46.216835
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";25;0.0039;0.003893;0.5;0.874456;0.003404;0.872754;0.996154;39.692647;45.391223
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";26;0.003941;0.003933;0.5;0.871052;0.003426;0.86934;0.996087;38.819892;44.566656
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";27;0.003934;0.003927;0.5;0.867627;0.003407;0.865923;0.99607;37.950553;43.740646
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";28;0.0039;0.003893;0.5;0.86422;0.003364;0.862538;0.99609;37.084629;42.911106
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";29;0.003864;0.003856;0.5;0.860856;0.00332;0.859196;0.996125;36.222092;42.076851
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";30;0.003854;0.003847;0.5;0.857536;0.003299;0.855886;0.996148;35.362896;41.237812
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";31;0.003903;0.003896;0.5;0.854237;0.003328;0.852573;0.996129;34.50701;40.395135
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";32;0.004028;0.00402;0.5;0.850909;0.003421;0.849199;0.996042;33.654437;39.551161
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";33;0.004239;0.00423;0.5;0.847488;0.003585;0.845696;0.995875;32.805238;38.708789
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";34;0.004524;0.004514;0.5;0.843903;0.003809;0.841999;0.995628;31.959543;37.871105
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";35;0.004847;0.004835;0.5;0.840094;0.004062;0.838063;0.995326;31.117544;37.040546
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";36;0.005161;0.005148;0.5;0.836032;0.004304;0.833881;0.995009;30.279481;36.218071
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";37;0.00541;0.005396;0.5;0.831729;0.004488;0.829485;0.994729;29.4456;35.402883
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";38;0.005568;0.005553;0.5;0.827241;0.004594;0.824944;0.994526;28.616115;34.592229
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";39;0.005648;0.005633;0.5;0.822648;0.004634;0.820331;0.994407;27.791171;33.782597
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";40;0.005696;0.00568;0.5;0.818014;0.004646;0.815691;0.994344;26.97084;32.971125
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";41;0.005785;0.005768;0.5;0.813368;0.004692;0.811022;0.994276;26.155149;32.156602
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";42;0.005974;0.005957;0.5;0.808676;0.004817;0.806268;0.994138;25.344127;31.340269
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";43;0.006303;0.006283;0.5;0.803859;0.005051;0.801334;0.993881;24.53786;30.525075
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";44;0.006783;0.00676;0.5;0.798808;0.0054;0.796108;0.993479;23.736526;29.71492
"TABMORT EEVV Censos (con ajuste)";1982;1982.5;"m";45;0.007381;0.007354;0.5;0.793408;0.005835;0.790491;0.992944;22.940418;28.91377
